,freq_total,nodes,edges,pedge00,pedge11,pnode,total_states
468,85,4,4.0,2.0,0.0,1,16.0
469,21,4,4.0,1.0,1.0,1,16.0
470,687,4,4.0,0.0,1.0,0,16.0
471,73,4,4.0,0.0,3.0,0,16.0
472,19,4,4.0,3.0,0.0,2,16.0
473,2090,4,4.0,1.0,0.0,0,16.0
474,102,4,4.0,1.0,1.0,0,16.0
475,248,4,4.0,0.0,2.0,0,16.0
476,2072,4,4.0,1.0,0.0,0,16.0
477,972,4,4.0,0.0,1.0,0,16.0
478,229,4,4.0,0.0,2.0,0,16.0
479,78,4,4.0,0.0,4.0,0,16.0
480,3,4,3.0,3.0,0.0,4,16.0
481,10,4,3.0,2.0,0.0,2,16.0
482,4288,4,3.0,0.0,0.0,0,16.0
483,261,4,3.0,0.0,1.0,0,16.0
484,8,4,3.0,2.0,0.0,2,16.0
485,55,4,3.0,1.0,0.0,1,16.0
486,252,4,3.0,0.0,1.0,0,16.0
487,45,4,3.0,0.0,2.0,0,16.0
488,14,4,3.0,2.0,0.0,2,16.0
489,61,4,3.0,1.0,0.0,1,16.0
490,250,4,3.0,0.0,1.0,0,16.0
491,49,4,3.0,0.0,2.0,0,16.0
492,59,4,3.0,1.0,0.0,1,16.0
493,4504,4,3.0,0.0,0.0,0,16.0
494,46,4,3.0,0.0,2.0,0,16.0
495,87,4,3.0,0.0,3.0,0,16.0
496,0,4,4.0,4.0,0.0,4,16.0
497,57,4,4.0,2.0,0.0,1,16.0
498,46,4,4.0,2.0,0.0,1,16.0
499,4524,4,4.0,0.0,0.0,0,16.0
500,50,4,4.0,2.0,0.0,1,16.0
501,71,4,4.0,1.0,1.0,0,16.0
502,71,4,4.0,1.0,1.0,0,16.0
503,128,4,4.0,0.0,2.0,0,16.0
504,52,4,4.0,2.0,0.0,1,16.0
505,92,4,4.0,1.0,1.0,0,16.0
506,73,4,4.0,1.0,1.0,0,16.0
507,136,4,4.0,0.0,2.0,0,16.0
508,4413,4,4.0,0.0,0.0,0,16.0
509,120,4,4.0,0.0,2.0,0,16.0
510,126,4,4.0,0.0,2.0,0,16.0
511,34,4,4.0,0.0,4.0,0,16.0
512,0,4,3.0,3.0,0.0,4,16.0
513,8,4,3.0,2.0,0.0,2,16.0
514,127,4,3.0,1.0,0.0,1,16.0
515,3877,4,3.0,0.0,0.0,0,16.0
516,7,4,3.0,2.0,0.0,2,16.0
517,606,4,3.0,1.0,0.0,0,16.0
518,10,4,3.0,1.0,1.0,1,16.0
519,417,4,3.0,0.0,1.0,0,16.0
520,142,4,3.0,1.0,0.0,1,16.0
521,6,4,3.0,1.0,1.0,1,16.0
522,215,4,3.0,0.0,1.0,0,16.0
523,121,4,3.0,0.0,2.0,0,16.0
524,3840,4,3.0,0.0,0.0,0,16.0
525,406,4,3.0,0.0,1.0,0,16.0
